Geoid,Spring,Summer,Autumn,Winter
36005021601,13,10,12,15
36047031900,12,9,10,17
36081103900,11,5,5,4
36047033700,7,12,10,5
36005008600,0,2,11,6
36047013300,1,7,1,3
36047088200,13,12,11,12
36005039200,8,3,6,1
36081018900,3,8,3,0
36005013300,19,16,22,23
36081014100,7,7,8,3
36081074500,1,1,3,3
36061014000,16,16,12,10
36061004900,31,29,35,27
36061007700,11,11,20,14
36047035900,11,15,14,16
36047045200,2,2,5,1
36005015200,6,13,19,12
36081077905,0,4,6,1
36047051400,7,9,10,12
36005034000,10,3,6,5
36005034300,6,8,6,6
36061023200,27,24,43,38
36047079601,8,11,9,12
36081016300,15,9,11,11
36047115600,8,6,21,16
36005038600,6,5,6,12
36081006300,12,2,9,17
36081029500,10,9,15,9
36047032600,21,14,23,19
36061010900,4,3,9,3
36061003200,23,33,38,28
36081014900,0,3,1,4
36081014700,3,3,2,4
36061023502,8,5,9,9
36047059600,3,4,1,3
36005028500,5,8,5,4
36061014602,18,20,18,16
36005038500,8,9,11,11
36061017401,22,16,21,11
36005019500,17,16,9,15
36061003002,16,16,10,14
36047080200,2,6,6,9
36061023900,5,12,13,5
36047042500,9,3,6,6
36047098800,2,1,3,6
36005006000,4,1,7,6
36005040702,9,5,8,3
36005028300,6,9,9,10
36047055500,5,5,6,3
36047021300,3,4,4,8
36081071306,5,2,2,5
36085017700,5,1,7,10
36047051200,9,8,14,11
36005009000,33,28,31,26
36081077904,7,4,9,17
36081015100,9,4,3,3
36047042100,2,6,2,10
36061013700,17,15,21,23
36061026500,6,13,16,6
36047075600,3,3,0,3
36047059100,0,3,3,3
36061001002,7,12,8,5
36005039400,12,3,11,10
36005016700,14,7,10,11
36061018700,18,9,10,15
36005015700,11,5,9,10
36047005601,4,1,3,2
36047014100,17,2,1,3
36047080600,11,14,15,14
36005026702,6,8,4,5
36005025500,10,7,7,7
36005036901,2,3,6,3
36047030500,6,5,6,7
36005042600,13,5,13,12
36061003400,21,36,47,35
36081002500,22,30,41,32
36005043000,3,1,7,1
36047092000,1,0,2,2
36005004100,7,7,9,7
36081043900,2,0,4,3
36047017800,0,3,0,1
36047021900,11,7,9,7
36005005902,17,10,19,26
36081115700,2,0,1,0
36061007300,22,16,19,27
36005043100,9,4,12,7
36047028700,15,11,20,13
36061011100,18,5,9,7
36047096400,3,3,1,0
36005001600,2,5,2,6
36005038301,8,8,12,9
36081091601,6,11,14,15
36061022800,7,9,12,10
36005026100,0,2,2,0
36005019900,7,8,6,14
36005040100,2,4,7,10
36047048200,3,2,3,7
36047123700,14,17,17,11
36081133300,7,1,8,10
36005005300,6,8,6,13
36047152200,3,1,2,2
36081018101,4,6,6,4
36047087000,2,1,3,4
36061001001,14,16,28,16
36061022400,21,28,28,33
36005024100,14,12,17,19
36047024000,1,0,4,2
36005031000,2,6,3,2
36061013000,0,1,2,2
36081044301,3,0,5,4
36005014701,23,25,24,22
36061027100,9,13,12,14
36081037900,5,4,1,0
36081148300,0,6,1,4
36081095400,6,4,11,6
36081044601,7,7,8,6
36081085500,4,7,3,0
36047112400,2,3,2,2
36005017300,8,3,13,9
36005042500,6,1,11,14
36047038900,7,8,10,5
36047116000,10,3,4,1
36047079802,5,2,5,6
36005018302,7,8,10,6
36061011600,1,7,6,1
36061002400,17,18,33,28
36047113400,12,17,17,20
36061028500,26,23,18,19
36081076901,1,6,4,4
36081118100,3,3,2,3
36061018400,12,15,17,16
36005042901,6,4,3,2
36047013000,6,3,6,0
36047035400,1,1,5,1
36085003900,8,1,1,7
36047089200,7,15,16,11
36047008500,13,11,11,12
36061016400,13,14,12,10
36005021001,14,7,11,12
36005008500,12,12,15,20
36005013000,2,0,1,2
36047024100,8,6,6,9
36047082400,2,2,9,3
36047052500,6,5,7,10
36061002602,18,14,22,21
36081022001,1,3,5,2
36061023700,18,21,19,13
36005013500,7,16,8,6
36061018300,9,5,3,8
36061018000,14,18,25,13
36061009100,13,23,41,12
36061023000,19,15,16,12
36081058500,2,1,5,2
36081084900,3,1,3,3
36005041800,4,2,4,2
36005003800,3,9,9,1
36081005100,1,0,2,4
36081021600,5,1,1,1
36081011500,7,1,1,11
36005002300,12,26,13,11
36047004100,5,3,6,4
36047038700,6,5,4,4
36061018500,4,1,6,2
36061026100,17,22,24,21
36081004700,2,3,5,1
36081077903,1,2,2,7
36047039700,0,2,5,5
36047029500,0,1,0,1
36061003602,12,8,7,6
36005007500,31,16,28,19
36047073600,2,4,3,2
36047078600,1,4,0,3
36061005200,5,8,8,9
36061006500,20,11,20,23
36005005600,9,15,18,13
36061020102,15,14,12,4
36081069702,0,1,5,0
36047005800,1,3,3,0
36047013900,6,4,9,13
36047037900,18,20,35,19
36047089400,7,7,6,7
36047024500,3,1,5,8
36061006700,21,24,27,21
36061003800,27,28,29,28
36047034100,5,7,14,12
36047085600,3,5,2,6
36061013300,16,16,18,9
36085020700,4,3,14,4
36061006800,17,19,18,15
36081027600,4,10,2,5
36061023100,15,14,10,11
36081055400,1,2,5,3
36047025400,4,0,1,4
36061016600,20,17,29,17
36047051700,6,5,5,1
36047072200,4,4,3,14
36061022900,21,22,17,17
36047027700,3,5,8,5
36047000700,4,5,4,19
36061022301,14,11,9,15
36005023900,11,9,9,4
36005040502,8,6,10,6
36081057900,0,3,4,2
36081008500,8,19,17,7
36061010000,3,7,11,10
36047064600,0,3,1,1
36085014606,7,7,4,8
36061012100,9,9,12,13
36061003900,6,4,6,3
36047015500,7,1,2,4
36081013200,0,2,5,3
36047044100,8,5,6,5
36061006300,1,4,9,1
36081134100,2,2,4,9
36047017700,13,12,17,5
36047096000,2,2,2,1
36005009800,14,8,15,7
36061001402,9,10,10,6
36061015602,9,11,9,10
36085017300,12,3,11,8
36047034500,20,15,24,18
36005028100,3,2,0,5
36047055000,4,4,2,2
36081049900,2,4,8,2
36081152901,5,1,8,3
36005051600,10,3,3,6
36081063700,1,1,5,2
36081140901,5,1,6,5
36005021700,7,6,11,5
36081071900,5,2,1,6
36005046000,12,2,10,5
36081133900,0,1,2,6
36047019400,4,3,2,2
36005034400,0,3,2,1
36061024302,31,21,23,30
36061009300,12,14,7,11
36005003700,5,3,9,6
36081004300,7,11,15,9
36005018301,5,5,3,5
36061021600,22,19,16,10
36081052400,1,1,1,1
36081061900,2,0,2,2
36047102800,10,8,15,11
36047005602,5,2,2,4
36061017700,15,24,11,11
36085000700,8,1,2,4
36047027300,8,11,9,11
36061027700,15,10,12,8
36061015300,12,10,18,7
36061021900,13,15,20,11
36061008000,5,4,4,7
36047015300,2,4,3,2
36061010300,4,3,1,1
36047031500,1,9,14,9
36047054700,2,7,0,5
36081028900,6,8,8,5
36005018102,5,1,2,8
36061015700,15,18,26,9
36061021703,12,9,12,2
36047039900,3,10,16,6
36047051100,5,20,15,7
36081104700,6,5,8,5
36005021602,4,8,4,8
36047036001,2,2,2,4
36047007500,6,5,5,8
36061024700,16,11,27,14
36047086800,1,6,7,6
36047078800,1,3,5,5
36047031100,12,5,19,22
36061025100,3,7,9,11
36061017900,17,13,16,12
36047043600,5,4,3,3
36061015400,27,34,28,24
36005039300,6,12,17,11
36047076200,9,3,3,6
36047070201,1,2,5,3
36047028900,5,5,10,5
36047020700,5,7,13,10
36005035800,3,11,12,7
36005037300,12,11,7,8
36081079900,1,1,3,6
36047002100,10,11,13,6
36081044000,2,4,7,4
36005040501,3,4,10,6
36081005900,3,1,5,4
36061007900,8,4,7,4
36061008603,2,6,3,2
36005040304,5,0,3,7
36047087600,1,4,3,4
36005038200,8,5,8,9
36085031901,12,9,9,6
36081047900,1,3,4,1
36061022000,11,13,16,17
36061021500,7,5,13,8
36047000100,8,2,3,5
36081062400,9,10,25,4
36047036100,9,8,11,10
36005025100,8,8,9,9
36081122701,14,24,32,25
36061013500,5,5,9,1
36005009300,9,8,18,15
36081009500,2,4,3,7
36047005900,12,10,11,15
36005029500,9,14,13,7
36047030800,1,3,5,3
36005040302,5,4,7,5
36047056900,2,4,10,1
36047036900,9,16,3,3
36081003300,10,9,12,11
36047070202,2,2,0,0
36061005400,8,7,13,7
36047041401,2,1,3,3
36081023800,1,4,1,2
36081077902,7,3,2,4
36047041100,2,0,3,2
36061017100,16,18,22,21
36005013800,6,8,4,16
36061010800,15,8,6,3
36005026300,13,14,11,12
36085020801,5,5,7,7
36047048800,3,3,0,4
36047006200,6,7,2,7
36047053800,2,2,5,5
36047029300,16,8,14,16
36005011000,6,5,10,2
36047037100,7,4,8,9
36081093900,3,2,0,7
36005026701,1,4,4,5
36047021100,12,17,16,11
36047039500,7,6,13,12
36005032300,2,5,7,9
36005040800,17,20,21,14
36061004500,2,6,8,11
36061009900,23,27,35,27
36081000700,8,7,6,6
36047013800,2,3,1,3
36081161700,6,5,2,21
36081100801,1,5,0,2
36005045101,3,2,3,6
36047056100,3,2,2,4
36061001800,15,7,23,18
36081005300,4,4,2,6
36081027800,8,7,6,2
36081075702,5,1,2,10
36047089600,7,6,6,5
36085029102,1,3,3,4
36047022600,3,1,3,3
36047030100,1,8,9,14
36061019600,17,15,17,14
36061022102,5,6,7,5
36047057100,7,4,3,2
36005025000,3,6,5,3
36047011900,5,7,3,5
36005039100,15,6,15,6
36061002201,14,12,25,16
36081051200,5,6,2,5
36061022700,7,5,13,9
36061023501,15,17,25,15
36047069602,9,5,4,9
36005031800,1,8,2,7
36005039500,15,12,23,11
36047050100,4,6,3,6
36047033300,3,4,3,6
36005038800,4,4,2,4
36061029500,3,5,8,3
36047043000,0,2,4,1
36005003300,1,3,4,6
36047034700,22,21,20,24
36061015900,3,6,7,5
36081101700,6,9,3,12
36061031100,6,7,2,3
36047057500,3,13,8,8
36005023200,6,5,8,3
36047045600,3,4,3,3
36081058900,2,0,0,1
36005024501,10,9,18,11
36005039800,7,1,2,3
36005042200,0,1,5,3
36047030300,6,5,17,13
36005028900,5,11,8,3
36061026900,15,10,12,11
36061008400,2,2,1,1
36081062600,1,1,4,9
36047043700,4,3,3,1
36047087800,3,1,3,2
36005040600,8,9,13,8
36047041700,11,10,23,17
36005020501,19,25,36,22
36047119200,2,3,3,4
36061006100,7,7,7,12
36081011200,2,0,1,1
36047018700,2,0,0,2
36047088400,7,5,6,4
36047025500,5,1,3,5
36081088901,15,14,12,9
36047055100,3,7,8,6
36061021000,12,15,17,11
36047021700,4,7,4,2
36081027300,3,6,6,10
36081025302,3,4,5,5
36061020800,10,6,9,10
36081109700,3,2,6,2
36061023300,18,13,14,12
42101003001,0,0,2,0
36061021200,5,10,14,12
36047111000,7,9,8,8
36047004300,3,5,11,7
36081055700,0,1,1,2
36047062000,0,0,3,1
36081018401,3,3,4,2
36047115200,4,10,5,9
36085013302,3,8,7,3
36047051602,5,2,3,10
36047002000,1,3,2,3
36047027900,10,10,9,11
36047021000,0,0,1,3
36047061003,2,3,2,2
36005013100,12,5,16,15
36047114600,6,2,4,2
36047019100,3,2,1,6
36047018300,1,2,2,6
36047053900,1,3,5,2
36061019500,16,18,15,15
36061000900,5,3,15,2
36081006502,5,2,6,4
36047035700,1,7,6,3
36005006400,7,6,9,2
36047042900,3,5,8,8
36081062500,3,0,1,1
36047094401,6,15,10,9
36005025300,3,3,8,5
36047004700,4,6,9,5
36085002100,5,12,13,9
36047035300,16,8,17,13
36047043400,1,2,7,6
36005037100,12,5,13,8
36081112300,3,4,2,4
36061019000,13,26,21,19
36085018100,6,2,6,7
36081077906,11,8,12,18
36081117100,1,0,3,1
36085018902,6,3,5,3
36005033700,5,3,1,3
36081129104,6,3,3,0
36047022100,5,3,1,2
36005041100,7,6,4,5
36005039901,16,4,13,10
36047006900,12,14,8,10
36047088000,4,5,5,10
36047062200,2,3,6,11
36047079400,3,2,3,1
36081015500,2,0,1,11
36005021301,2,2,1,0
36085025100,1,1,0,5
36081002200,1,1,4,5
36061026300,13,8,15,4
36047024900,3,6,6,11
36047007100,6,7,4,2
36005036400,6,3,5,3
36085017007,0,1,2,5
36061001300,12,10,13,6
36047091800,3,2,3,0
36061002100,12,5,7,14
36081026000,3,5,13,6
36047043200,3,0,2,2
36081071304,5,2,5,4
36047008200,5,2,3,4
36047061004,1,4,5,6
36061001200,5,3,2,3
36047033000,3,5,4,6
36061000700,3,1,5,1
36081058300,5,6,3,11
36047100800,1,0,4,1
36005041500,7,8,9,12
36081065600,4,2,8,5
36081118700,3,1,3,1
36047026800,2,1,3,3
36047018501,2,3,6,2
36047079200,7,10,7,3
36047000501,5,3,2,7
36005012300,4,4,5,8
36005003500,5,9,4,5
36005037504,5,8,9,8
36085015603,0,1,3,4
36005023703,3,3,1,6
36005023502,11,11,10,18
36005042300,3,1,1,5
36047083000,10,5,19,7
36047039100,2,1,3,14
36081021200,3,2,2,2
36005030900,4,6,0,4
36005024400,1,5,0,0
36085017005,1,0,4,4
36061017402,10,10,12,14
36061025700,15,12,18,11
36005022101,5,4,7,6
36081026500,2,1,0,3
36081097204,5,7,3,7
36047013400,0,4,4,5
36085030301,3,5,7,6
36081134700,3,3,6,5
36005036100,4,3,3,5
36081053800,0,0,0,2
36081033401,0,2,2,3
36047043300,7,8,12,4
36047026100,8,2,3,6
36081101001,10,7,8,11
36081088400,3,4,5,4
36061008601,3,5,4,1
36081017900,1,3,3,4
36047004500,3,6,7,3
36047026300,6,8,7,9
36005037800,6,9,5,5
36047035500,7,4,3,9
36005038100,8,5,0,4
36085017008,6,5,4,4
36047016100,2,2,4,1
36081063200,1,0,1,3
36005023704,6,2,4,4
36047057000,12,11,10,8
36047091200,6,6,15,5
36047061600,1,0,2,0
36047037700,5,6,11,4
36081015801,0,0,0,4
36047032100,9,8,3,9
36047007400,1,1,4,12
36047086000,0,4,4,2
36047050400,3,4,7,3
36047000200,0,8,1,3
36005020000,3,8,5,8
36005020100,11,8,13,14
36047041300,4,2,2,6
36061019100,17,19,19,15
36047093800,2,0,0,1
36081024300,0,0,2,3
36061015801,2,3,4,4
36047003600,2,0,2,3
36047061002,1,2,3,4
36047016300,3,4,8,25
36047034900,7,7,16,11
36005027900,9,11,12,12
36081032700,3,5,3,3
36081007700,2,2,1,6
36005022300,6,5,9,7
36047016700,12,2,7,7
36047051500,4,1,1,4
36081070700,1,3,2,0
36081086100,0,0,2,1
36085011201,2,2,0,1
36047070000,1,2,2,1
36061012800,4,10,8,4
36085001100,2,2,4,6
36047072400,6,6,5,7
36081010300,2,3,3,4
36047082600,5,2,5,5
36085029104,3,1,9,1
36047073400,2,3,4,4
36081011100,11,8,13,10
36061003100,2,13,2,5
36005029700,4,2,5,5
36005023702,2,2,2,2
36081052800,1,4,5,0
36005002800,10,6,7,11
36047009800,2,2,2,3
36081024000,3,0,2,0
36061019900,12,5,12,6
36047052000,3,1,1,3
36047060000,4,6,4,3
36047080000,5,6,4,10
36047056300,3,10,3,8
36047095800,5,0,2,5
36085023100,6,6,2,6
36047003100,5,1,5,7
36047030000,6,2,8,3
36005005002,3,2,3,1
36061015802,3,3,9,4
36047040400,2,3,4,2
36081006201,8,4,2,2
36047037500,3,5,8,8
36047092800,3,3,2,2
36081091900,5,4,4,3
36005003100,1,2,3,3
36047001500,13,14,9,13
36047097000,3,0,3,1
36047076600,4,1,5,4
36081137700,5,4,1,11
36081000100,3,6,9,11
36047063600,1,1,2,0
36081146700,6,3,3,5
36005042902,12,3,10,8
36047026500,3,4,7,11
36085014604,7,2,5,6
36047077600,4,1,3,1
36047023600,4,2,4,3
36061011000,6,4,23,12
36047011700,1,1,4,2
36005017902,1,3,3,6
36081047000,2,1,0,1
36081092200,1,1,0,2
36047072600,3,0,2,0
36047027100,4,3,7,5
36081005700,7,2,5,3
36047017200,5,0,1,3
36047090200,4,2,5,8
36047011200,5,5,4,0
36061003700,9,8,8,3
36061016500,11,2,6,3
36047067200,1,3,0,1
36047034300,10,15,13,8
36081023600,1,1,2,2
36047051900,23,7,4,7
36061002900,9,5,8,10
36047107000,9,8,8,6
36005007300,2,2,0,4
36085017600,1,1,1,5
36061014401,1,3,5,4
36005021900,5,10,8,8
36081029100,2,2,7,4
36047014300,3,8,4,9
36085012500,0,1,2,2
36005002400,6,10,3,4
36047116400,2,3,7,8
36005004600,7,16,10,13
36047033900,2,3,4,5
36047050300,2,6,1,8
36047049600,3,3,1,4
36005022902,6,6,9,11
36081058200,4,3,4,2
36005032400,10,9,12,9
36047115800,8,5,4,8
36081007300,2,4,6,6
36047041000,2,1,3,3
36005007200,5,5,3,7
36081085900,3,1,3,5
36005006800,4,7,9,10
36061008200,3,2,2,5
36047032900,5,7,8,2
36081157903,4,1,6,5
36005019700,6,6,8,12
36081143500,6,3,1,2
36047062800,4,2,0,5
36005034500,3,0,6,8
36005025700,1,1,1,1
36047058600,0,3,0,2
36047051002,1,5,7,4
36081077908,0,0,1,5
36005036502,1,1,1,2
36081033700,1,0,1,1
36061007500,3,7,2,4
36005009200,7,15,5,13
36005012701,5,5,7,7
36047012700,17,25,20,19
36047049900,2,4,2,4
36047058400,0,3,3,3
36081005800,0,1,0,4
36081040700,3,6,2,4
36081026100,0,2,6,2
36081044400,4,8,5,5
36061019701,3,10,5,8
36047019700,3,6,1,4
36081054900,5,8,7,13
36047005100,1,1,2,3
36005043400,9,7,13,9
36005022102,10,8,10,6
36081108500,11,9,1,4
36085011401,3,0,4,8
36085000900,1,2,7,5
36061031703,3,1,0,1
36061027900,12,12,16,13
36085022600,8,5,5,12
36005044200,4,5,4,2
36081060000,0,1,2,0
36081086500,6,6,9,10
36047006400,1,4,4,2
36005020900,0,4,1,3
36081055300,6,7,5,5
36005009600,4,3,3,2
36005030701,3,4,2,1
36081094500,3,5,4,6
36061011900,10,6,8,5
36047028502,6,11,11,9
36047036400,3,2,2,4
36081068000,1,7,7,3
36005004800,1,0,6,0
36005036700,3,3,5,3
36047112600,7,6,9,9
36081001900,3,4,1,2
36081026902,2,2,0,2
36005037400,10,6,13,8
36047016900,2,6,1,2
36047050801,8,0,2,4
36081112900,2,1,3,3
36081015000,1,0,4,2
36081059300,2,2,3,5
36005025200,1,0,0,4
36061025300,12,5,8,6
36047025300,6,11,9,9
36047050804,5,6,4,12
36061000201,5,2,3,1
36081004200,0,1,4,1
36047022700,6,7,10,6
36061007800,4,3,6,6
36005033201,5,3,4,4
36047041600,1,2,3,1
36005015500,4,1,1,3
36047077400,3,0,5,2
36047050900,0,1,1,3
36047016200,3,0,2,4
36081116700,1,3,1,0
36081010800,2,2,1,2
36047000900,3,1,3,15
36061024301,3,2,1,2
36081099801,0,2,8,4
36061001502,13,5,5,5
36061001600,5,3,4,8
36081102900,2,3,3,5
36081028400,0,1,3,1
36081022002,3,3,4,5
36047018600,2,0,0,2
36047010100,1,3,1,5
36047116200,1,3,4,5
36081035200,3,2,4,2
36047039600,1,2,3,5
36047041900,7,4,16,12
36081065702,0,0,1,1
36005011502,6,10,5,8
36061005800,7,11,12,6
36005030000,3,8,7,8
36081139900,2,0,1,2
36047041800,2,1,1,1
36081016900,4,7,9,4
36081024900,1,0,1,0
36081009900,1,3,1,2
36047024200,0,1,1,4
6037207400,2,10,11,5
36081155102,3,6,3,10
36081019400,1,1,2,1
36081146300,3,7,1,2
36061011800,3,13,10,13
36081040200,1,0,3,4
36061012500,3,0,0,4
36047036501,1,5,8,1
36081085300,3,2,5,4
36005031200,2,3,11,7
36047020100,3,1,3,3
36081156700,0,0,0,3
36005029301,5,1,6,3
36081023500,5,6,8,9
36061012600,13,7,18,19
36005044901,2,5,3,0
36047090600,4,3,4,7
36047086200,6,2,3,2
36081099701,3,1,4,6
36061029100,6,6,8,9
36061004800,11,9,10,10
36081103300,4,4,6,6
36005016900,3,8,2,5
36061005600,2,3,8,5
36081066400,8,3,12,8
36085003600,4,3,2,2
36047055800,2,1,1,1
